Id,Elevation,Aspect,Slope,H_Hydrology,V_Hydrology,H_Roadways,sh_9AM,sh_Noon,sh_3PM,H_Fire_Points,Cover_Type,Wilderness_Area,Soil_Type
8085.0,2765.0,159.0,7.0,212.0,35.0,2616.0,227.0,241.0,148.0,2068.0,5.0,Wilderness3,Soil11
8086.0,2582.0,45.0,7.0,426.0,20.0,1392.0,222.0,225.0,138.0,1643.0,5.0,Wilderness3,Soil11
8087.0,2546.0,126.0,8.0,553.0,65.0,918.0,234.0,235.0,132.0,1209.0,3.0,Wilderness3,Soil2
8088.0,2850.0,92.0,24.0,240.0,128.0,1892.0,249.0,194.0,59.0,661.0,5.0,Wilderness3,Soil13
8089.0,2873.0,214.0,27.0,124.0,72.0,2590.0,184.0,253.0,191.0,607.0,2.0,Wilderness3,Soil13
8090.0,3044.0,234.0,6.0,313.0,65.0,1753.0,210.0,246.0,173.0,1528.0,1.0,Wilderness3,Soil23
8091.0,3387.0,287.0,13.0,900.0,151.0,1087.0,183.0,239.0,196.0,2081.0,1.0,Wilderness3,Soil32
8092.0,3434.0,212.0,3.0,1129.0,184.0,1358.0,217.0,242.0,162.0,1765.0,1.0,Wilderness3,Soil38
8093.0,3271.0,221.0,20.0,30.0,11.0,2505.0,191.0,254.0,194.0,541.0,7.0,Wilderness3,Soil39
8094.0,3305.0,212.0,10.0,60.0,15.0,2616.0,211.0,250.0,173.0,514.0,7.0,Wilderness3,Soil38
8095.0,3308.0,213.0,12.0,42.0,2.0,2639.0,209.0,251.0,176.0,511.0,7.0,Wilderness3,Soil38
8096.0,3325.0,213.0,16.0,67.0,-1.0,2755.0,205.0,253.0,181.0,524.0,7.0,Wilderness3,Soil38
8097.0,3373.0,180.0,5.0,1024.0,171.0,2846.0,222.0,243.0,156.0,1484.0,7.0,Wilderness3,Soil38
8098.0,3362.0,186.0,15.0,1015.0,123.0,2724.0,221.0,250.0,158.0,2012.0,7.0,Wilderness3,Soil39
8099.0,3036.0,175.0,20.0,1173.0,177.0,3127.0,226.0,246.0,143.0,1273.0,2.0,Wilderness3,Soil33
8100.0,2896.0,17.0,14.0,459.0,101.0,3095.0,208.0,210.0,137.0,1209.0,2.0,Wilderness3,Soil32
8101.0,2763.0,153.0,4.0,216.0,33.0,2620.0,225.0,240.0,150.0,2053.0,5.0,Wilderness3,Soil11
8102.0,2736.0,152.0,16.0,120.0,6.0,2397.0,238.0,239.0,126.0,2329.0,3.0,Wilderness3,Soil11
8103.0,2730.0,134.0,17.0,120.0,3.0,2376.0,245.0,230.0,108.0,2356.0,3.0,Wilderness3,Soil11
8104.0,2677.0,89.0,20.0,108.0,22.0,2228.0,246.0,203.0,78.0,2553.0,3.0,Wilderness3,Soil2
8105.0,2644.0,38.0,14.0,201.0,30.0,1956.0,219.0,209.0,122.0,2192.0,6.0,Wilderness3,Soil2
8106.0,2611.0,27.0,13.0,361.0,29.0,1627.0,214.0,212.0,132.0,1879.0,6.0,Wilderness3,Soil10
8107.0,2563.0,76.0,4.0,598.0,10.0,1150.0,225.0,232.0,143.0,1436.0,3.0,Wilderness3,Soil2
8108.0,2869.0,166.0,9.0,330.0,147.0,1825.0,228.0,243.0,148.0,700.0,5.0,Wilderness3,Soil32
8109.0,3256.0,92.0,26.0,85.0,16.0,2275.0,250.0,190.0,53.0,642.0,7.0,Wilderness3,Soil39
8110.0,3294.0,227.0,12.0,30.0,5.0,2591.0,203.0,251.0,183.0,495.0,7.0,Wilderness3,Soil38
8111.0,3303.0,207.0,11.0,30.0,-2.0,2659.0,213.0,250.0,171.0,481.0,7.0,Wilderness3,Soil38
8112.0,3306.0,199.0,11.0,0.0,0.0,2681.0,216.0,250.0,167.0,480.0,7.0,Wilderness3,Soil38
8113.0,3350.0,179.0,10.0,845.0,148.0,2992.0,224.0,246.0,154.0,1064.0,7.0,Wilderness3,Soil38
8114.0,3350.0,180.0,9.0,849.0,148.0,2978.0,224.0,246.0,155.0,1092.0,7.0,Wilderness3,Soil38
8115.0,3370.0,204.0,5.0,939.0,168.0,2858.0,217.0,244.0,163.0,1376.0,1.0,Wilderness3,Soil38
8116.0,3353.0,177.0,14.0,1064.0,114.0,2703.0,226.0,247.0,150.0,1959.0,7.0,Wilderness3,Soil39
8117.0,3051.0,124.0,20.0,750.0,48.0,2888.0,249.0,221.0,92.0,2563.0,2.0,Wilderness3,Soil33
8118.0,2918.0,14.0,17.0,488.0,123.0,3034.0,202.0,203.0,134.0,1116.0,2.0,Wilderness3,Soil32
8119.0,2837.0,65.0,12.0,607.0,107.0,2937.0,231.0,216.0,116.0,1698.0,2.0,Wilderness3,Soil10
8120.0,2697.0,92.0,15.0,95.0,7.0,2249.0,242.0,216.0,99.0,2507.0,3.0,Wilderness3,Soil11
8121.0,2648.0,344.0,20.0,42.0,12.0,2067.0,175.0,204.0,164.0,2402.0,6.0,Wilderness3,Soil10
8122.0,2625.0,16.0,14.0,335.0,25.0,1714.0,208.0,211.0,138.0,1974.0,6.0,Wilderness3,Soil10
8123.0,2617.0,31.0,13.0,384.0,32.0,1624.0,216.0,212.0,129.0,1889.0,6.0,Wilderness3,Soil10
8124.0,2558.0,122.0,7.0,560.0,55.0,1087.0,233.0,234.0,134.0,1396.0,3.0,Wilderness3,Soil2
8125.0,3237.0,104.0,14.0,42.0,6.0,2337.0,242.0,222.0,107.0,582.0,7.0,Wilderness3,Soil39
8126.0,3311.0,194.0,14.0,201.0,43.0,3406.0,217.0,251.0,165.0,437.0,1.0,Wilderness3,Soil38
8127.0,3345.0,184.0,11.0,824.0,143.0,2938.0,223.0,248.0,157.0,1131.0,7.0,Wilderness3,Soil33
8128.0,3222.0,119.0,17.0,511.0,106.0,2624.0,246.0,223.0,100.0,2792.0,1.0,Wilderness3,Soil33
8129.0,3028.0,189.0,18.0,800.0,88.0,3032.0,218.0,251.0,160.0,2080.0,2.0,Wilderness3,Soil33
8130.0,2920.0,18.0,13.0,511.0,125.0,3013.0,209.0,212.0,138.0,1176.0,2.0,Wilderness3,Soil32
8131.0,2763.0,85.0,6.0,218.0,33.0,2605.0,228.0,230.0,136.0,2053.0,3.0,Wilderness3,Soil11
8132.0,2723.0,163.0,13.0,60.0,-3.0,2377.0,232.0,243.0,140.0,2324.0,3.0,Wilderness3,Soil11
8133.0,2710.0,131.0,10.0,67.0,-3.0,2291.0,236.0,235.0,129.0,2435.0,3.0,Wilderness3,Soil11
8134.0,2688.0,89.0,17.0,60.0,-1.0,2206.0,244.0,210.0,89.0,2546.0,3.0,Wilderness3,Soil11
8135.0,2662.0,17.0,14.0,162.0,40.0,1968.0,208.0,210.0,137.0,2296.0,6.0,Wilderness3,Soil10
8136.0,2659.0,23.0,12.0,190.0,40.0,1950.0,212.0,214.0,136.0,2268.0,6.0,Wilderness3,Soil2
8137.0,2607.0,27.0,14.0,457.0,33.0,1473.0,213.0,208.0,128.0,1761.0,6.0,Wilderness3,Soil10
8138.0,2549.0,156.0,10.0,510.0,46.0,1024.0,232.0,242.0,141.0,1358.0,3.0,Wilderness3,Soil2
8139.0,2830.0,110.0,20.0,212.0,108.0,1959.0,250.0,213.0,81.0,573.0,5.0,Wilderness3,Soil13
8140.0,3115.0,257.0,8.0,446.0,58.0,1208.0,201.0,245.0,183.0,1218.0,1.0,Wilderness3,Soil23
8141.0,3269.0,215.0,4.0,256.0,35.0,240.0,216.0,243.0,164.0,907.0,1.0,Wilderness3,Soil32
8142.0,3348.0,90.0,32.0,234.0,98.0,2226.0,248.0,171.0,0.0,703.0,7.0,Wilderness3,Soil39
8143.0,3284.0,97.0,30.0,162.0,44.0,2282.0,252.0,181.0,0.0,636.0,7.0,Wilderness3,Soil39
8144.0,3270.0,95.0,25.0,134.0,30.0,2301.0,250.0,194.0,0.0,616.0,7.0,Wilderness3,Soil39
8145.0,3359.0,150.0,9.0,1003.0,157.0,2733.0,232.0,240.0,139.0,1595.0,7.0,Wilderness3,Soil38
8146.0,3212.0,122.0,10.0,469.0,96.0,2591.0,238.0,232.0,124.0,2826.0,1.0,Wilderness3,Soil33
8147.0,3159.0,172.0,19.0,510.0,86.0,2642.0,229.0,245.0,140.0,3150.0,2.0,Wilderness3,Soil33
8148.0,2760.0,79.0,10.0,182.0,30.0,2563.0,234.0,222.0,119.0,2093.0,3.0,Wilderness3,Soil11
8149.0,2660.0,346.0,14.0,30.0,5.0,2081.0,191.0,217.0,163.0,2506.0,6.0,Wilderness3,Soil10
8150.0,2675.0,11.0,12.0,127.0,39.0,1982.0,207.0,214.0,144.0,2362.0,6.0,Wilderness3,Soil10
8151.0,2672.0,24.0,11.0,150.0,46.0,1963.0,214.0,215.0,136.0,2334.0,6.0,Wilderness3,Soil10
8152.0,2640.0,32.0,7.0,390.0,32.0,1711.0,219.0,224.0,142.0,1994.0,6.0,Wilderness3,Soil10
8153.0,2598.0,59.0,11.0,525.0,29.0,1381.0,228.0,217.0,120.0,1691.0,6.0,Wilderness3,Soil11
8154.0,3232.0,62.0,11.0,60.0,0.0,2544.0,230.0,216.0,118.0,1283.0,1.0,Wilderness1,Soil22
8155.0,3136.0,156.0,8.0,108.0,-2.0,2074.0,229.0,241.0,145.0,589.0,1.0,Wilderness1,Soil23
8156.0,2816.0,113.0,18.0,190.0,97.0,1999.0,248.0,218.0,91.0,531.0,5.0,Wilderness3,Soil13
8157.0,3257.0,90.0,26.0,120.0,26.0,2343.0,249.0,188.0,51.0,573.0,7.0,Wilderness3,Soil39
8158.0,3233.0,98.0,15.0,60.0,2.0,2382.0,243.0,218.0,100.0,534.0,7.0,Wilderness3,Soil39
8159.0,3300.0,201.0,23.0,256.0,-34.0,2971.0,204.0,253.0,173.0,492.0,1.0,Wilderness3,Soil33
8160.0,3332.0,186.0,12.0,765.0,130.0,2885.0,222.0,248.0,158.0,1155.0,7.0,Wilderness3,Soil33
8161.0,3342.0,157.0,9.0,1099.0,149.0,2642.0,230.0,242.0,143.0,1834.0,7.0,Wilderness3,Soil38
8162.0,2719.0,54.0,6.0,0.0,0.0,2337.0,224.0,227.0,138.0,2349.0,5.0,Wilderness3,Soil11
8163.0,2704.0,80.0,4.0,30.0,-3.0,2227.0,225.0,232.0,142.0,2486.0,5.0,Wilderness3,Soil11
8164.0,2674.0,348.0,15.0,85.0,20.0,2018.0,192.0,215.0,161.0,2457.0,6.0,Wilderness3,Soil10
8165.0,2664.0,33.0,7.0,268.0,45.0,1866.0,219.0,226.0,143.0,2230.0,6.0,Wilderness3,Soil2
8166.0,2620.0,36.0,8.0,503.0,38.0,1500.0,220.0,221.0,137.0,1812.0,6.0,Wilderness3,Soil10
8167.0,2617.0,59.0,10.0,513.0,37.0,1470.0,228.0,219.0,124.0,1785.0,6.0,Wilderness3,Soil10
8168.0,2526.0,104.0,4.0,395.0,23.0,841.0,226.0,234.0,143.0,1242.0,5.0,Wilderness3,Soil17
8169.0,2850.0,131.0,13.0,285.0,125.0,1909.0,241.0,232.0,118.0,600.0,5.0,Wilderness3,Soil32
8170.0,3299.0,205.0,17.0,192.0,48.0,3461.0,207.0,253.0,176.0,510.0,1.0,Wilderness3,Soil31
8171.0,3014.0,205.0,16.0,735.0,112.0,2940.0,209.0,253.0,175.0,1940.0,2.0,Wilderness3,Soil33
8172.0,2773.0,55.0,9.0,242.0,43.0,2574.0,226.0,221.0,128.0,2069.0,3.0,Wilderness3,Soil11
8173.0,2698.0,80.0,11.0,0.0,0.0,2164.0,234.0,221.0,118.0,2553.0,5.0,Wilderness3,Soil11
8174.0,2674.0,50.0,7.0,212.0,38.0,1898.0,224.0,224.0,135.0,2325.0,6.0,Wilderness3,Soil2
8175.0,2670.0,45.0,8.0,234.0,44.0,1879.0,222.0,223.0,136.0,2297.0,6.0,Wilderness3,Soil2
8176.0,2664.0,66.0,9.0,309.0,45.0,1824.0,229.0,223.0,127.0,2212.0,6.0,Wilderness3,Soil2
8177.0,2553.0,81.0,12.0,446.0,50.0,1080.0,236.0,219.0,112.0,1456.0,5.0,Wilderness3,Soil11
8178.0,3177.0,62.0,4.0,0.0,0.0,2187.0,223.0,232.0,145.0,811.0,1.0,Wilderness1,Soil23
8179.0,2830.0,120.0,17.0,218.0,105.0,1976.0,247.0,224.0,100.0,534.0,5.0,Wilderness3,Soil13
8180.0,2820.0,110.0,21.0,190.0,95.0,2002.0,251.0,211.0,78.0,511.0,5.0,Wilderness3,Soil13
8181.0,2875.0,324.0,17.0,30.0,14.0,2698.0,175.0,220.0,184.0,607.0,1.0,Wilderness3,Soil21
8182.0,3321.0,176.0,11.0,1159.0,205.0,2542.0,226.0,246.0,152.0,2081.0,7.0,Wilderness3,Soil31
8183.0,2989.0,188.0,19.0,684.0,68.0,2912.0,218.0,250.0,159.0,2136.0,2.0,Wilderness3,Soil26
8184.0,3035.0,92.0,6.0,1127.0,235.0,2920.0,230.0,230.0,133.0,1181.0,2.0,Wilderness3,Soil34
8185.0,2751.0,52.0,11.0,108.0,21.0,2436.0,226.0,216.0,123.0,2215.0,3.0,Wilderness3,Soil11
8186.0,2709.0,72.0,6.0,30.0,-1.0,2208.0,227.0,228.0,136.0,2483.0,2.0,Wilderness3,Soil11
8187.0,2686.0,21.0,13.0,60.0,-3.0,2079.0,211.0,212.0,135.0,2618.0,6.0,Wilderness3,Soil11
8188.0,2685.0,1.0,16.0,60.0,3.0,2058.0,196.0,209.0,149.0,2590.0,6.0,Wilderness3,Soil10
8189.0,2688.0,347.0,17.0,85.0,21.0,2015.0,185.0,210.0,161.0,2533.0,6.0,Wilderness3,Soil2
8190.0,2843.0,86.0,21.0,268.0,118.0,1940.0,245.0,199.0,73.0,566.0,5.0,Wilderness3,Soil13
8191.0,2831.0,102.0,18.0,242.0,106.0,1965.0,247.0,215.0,90.0,541.0,5.0,Wilderness3,Soil13
8192.0,2976.0,85.0,23.0,95.0,72.0,2436.0,246.0,193.0,64.0,836.0,1.0,Wilderness3,Soil22
8193.0,3254.0,182.0,5.0,402.0,20.0,408.0,222.0,244.0,157.0,674.0,1.0,Wilderness3,Soil32
8194.0,3393.0,73.0,49.0,306.0,153.0,2305.0,218.0,99.0,0.0,659.0,7.0,Wilderness3,Soil39
8195.0,3273.0,200.0,21.0,108.0,22.0,3458.0,207.0,253.0,172.0,573.0,1.0,Wilderness3,Soil33
8196.0,3315.0,179.0,10.0,1154.0,199.0,2512.0,225.0,246.0,154.0,2089.0,7.0,Wilderness3,Soil31
8197.0,3315.0,179.0,10.0,1124.0,199.0,2508.0,224.0,246.0,154.0,2118.0,7.0,Wilderness3,Soil31
8198.0,3315.0,174.0,10.0,1095.0,199.0,2505.0,226.0,245.0,152.0,2147.0,7.0,Wilderness3,Soil31
8199.0,3303.0,133.0,16.0,918.0,187.0,2492.0,244.0,230.0,110.0,2321.0,1.0,Wilderness3,Soil33
8200.0,3057.0,109.0,16.0,570.0,62.0,2687.0,246.0,220.0,98.0,2714.0,2.0,Wilderness3,Soil26
8201.0,2806.0,71.0,16.0,371.0,76.0,2638.0,236.0,206.0,96.0,1997.0,2.0,Wilderness3,Soil32
8202.0,2742.0,54.0,12.0,90.0,12.0,2347.0,227.0,213.0,117.0,2308.0,3.0,Wilderness3,Soil32
8203.0,2530.0,64.0,7.0,306.0,27.0,840.0,227.0,226.0,133.0,1298.0,2.0,Wilderness3,Soil11
8204.0,3174.0,266.0,9.0,540.0,82.0,953.0,197.0,244.0,187.0,870.0,2.0,Wilderness3,Soil23
8205.0,3271.0,83.0,27.0,175.0,44.0,2418.0,245.0,181.0,0.0,516.0,7.0,Wilderness3,Soil39
8206.0,2696.0,151.0,6.0,150.0,23.0,1952.0,228.0,240.0,146.0,2525.0,3.0,Wilderness3,Soil2
8207.0,2634.0,189.0,6.0,418.0,95.0,1557.0,221.0,245.0,159.0,1919.0,3.0,Wilderness3,Soil4
8208.0,3154.0,41.0,5.0,85.0,11.0,1984.0,221.0,228.0,143.0,534.0,1.0,Wilderness1,Soil23
8209.0,2807.0,90.0,28.0,162.0,82.0,2048.0,249.0,183.0,43.0,458.0,5.0,Wilderness3,Soil13
8210.0,3239.0,66.0,18.0,95.0,19.0,2497.0,235.0,201.0,91.0,426.0,7.0,Wilderness3,Soil39
8211.0,3264.0,122.0,13.0,0.0,0.0,3446.0,242.0,229.0,114.0,664.0,1.0,Wilderness3,Soil38
8212.0,3304.0,189.0,11.0,1124.0,142.0,2457.0,221.0,248.0,160.0,2078.0,7.0,Wilderness3,Soil31
8213.0,3205.0,138.0,14.0,466.0,89.0,2423.0,241.0,234.0,120.0,2773.0,1.0,Wilderness3,Soil33
8214.0,2961.0,181.0,12.0,577.0,40.0,2828.0,224.0,248.0,154.0,2259.0,2.0,Wilderness3,Soil26
8215.0,2858.0,135.0,18.0,735.0,128.0,2914.0,245.0,229.0,105.0,1744.0,2.0,Wilderness3,Soil10
8216.0,2765.0,52.0,11.0,175.0,35.0,2382.0,226.0,217.0,124.0,2259.0,3.0,Wilderness3,Soil32
8217.0,3132.0,52.0,9.0,60.0,-1.0,1892.0,225.0,221.0,130.0,408.0,1.0,Wilderness1,Soil23
8218.0,3008.0,122.0,22.0,360.0,-2.0,1116.0,251.0,217.0,82.0,828.0,2.0,Wilderness1,Soil29
8219.0,2898.0,43.0,27.0,331.0,173.0,1915.0,214.0,172.0,77.0,607.0,5.0,Wilderness3,Soil33
8220.0,2888.0,52.0,28.0,301.0,163.0,1939.0,222.0,169.0,63.0,579.0,5.0,Wilderness3,Soil33
8221.0,3024.0,270.0,10.0,67.0,14.0,1813.0,193.0,244.0,190.0,1455.0,1.0,Wilderness3,Soil23
8222.0,3352.0,88.0,46.0,277.0,121.0,2413.0,237.0,124.0,0.0,564.0,7.0,Wilderness3,Soil39
8223.0,3244.0,64.0,21.0,108.0,25.0,2521.0,234.0,194.0,82.0,408.0,7.0,Wilderness3,Soil39
8224.0,3252.0,204.0,20.0,108.0,52.0,2800.0,205.0,254.0,176.0,228.0,7.0,Wilderness3,Soil38
8225.0,3257.0,195.0,15.0,150.0,57.0,2843.0,216.0,251.0,165.0,212.0,7.0,Wilderness3,Soil38
8226.0,3081.0,157.0,17.0,446.0,78.0,2535.0,236.0,240.0,128.0,2915.0,2.0,Wilderness3,Soil33
8227.0,2840.0,143.0,9.0,569.0,110.0,2742.0,234.0,238.0,135.0,1902.0,3.0,Wilderness3,Soil4
8228.0,2621.0,221.0,14.0,365.0,82.0,1518.0,202.0,253.0,185.0,1973.0,3.0,Wilderness3,Soil4
8229.0,3142.0,185.0,23.0,459.0,127.0,1917.0,217.0,249.0,152.0,1082.0,2.0,Wilderness1,Soil29
8230.0,3028.0,178.0,14.0,420.0,-38.0,1489.0,225.0,247.0,151.0,1142.0,2.0,Wilderness1,Soil29
8231.0,2927.0,24.0,28.0,390.0,202.0,1884.0,193.0,169.0,99.0,655.0,5.0,Wilderness3,Soil13
8232.0,2882.0,72.0,29.0,270.0,157.0,1981.0,238.0,170.0,42.0,541.0,5.0,Wilderness3,Soil13
8233.0,2810.0,93.0,34.0,150.0,85.0,2080.0,249.0,167.0,17.0,430.0,5.0,Wilderness3,Soil13
8234.0,2780.0,270.0,10.0,190.0,59.0,2416.0,194.0,244.0,189.0,180.0,1.0,Wilderness3,Soil33
8235.0,2880.0,293.0,11.0,67.0,7.0,2766.0,190.0,238.0,188.0,430.0,1.0,Wilderness3,Soil33
8236.0,2838.0,185.0,12.0,636.0,108.0,2780.0,222.0,248.0,157.0,1874.0,3.0,Wilderness3,Soil10
8237.0,2708.0,76.0,7.0,182.0,-2.0,1996.0,229.0,227.0,131.0,2683.0,6.0,Wilderness3,Soil32
8238.0,2653.0,129.0,15.0,418.0,118.0,1645.0,243.0,230.0,111.0,2227.0,3.0,Wilderness3,Soil4
8239.0,2622.0,202.0,16.0,331.0,83.0,1477.0,211.0,253.0,172.0,1961.0,3.0,Wilderness3,Soil4
8240.0,2567.0,111.0,3.0,272.0,69.0,1084.0,225.0,236.0,145.0,1560.0,3.0,Wilderness3,Soil4
8241.0,2564.0,99.0,6.0,256.0,59.0,1024.0,230.0,232.0,136.0,1513.0,3.0,Wilderness3,Soil4
8242.0,2847.0,91.0,33.0,210.0,122.0,2047.0,249.0,171.0,24.0,474.0,5.0,Wilderness3,Soil13
8243.0,3226.0,27.0,1.0,564.0,75.0,631.0,218.0,236.0,155.0,484.0,1.0,Wilderness3,Soil32
8244.0,3240.0,84.0,24.0,127.0,32.0,2586.0,245.0,192.0,63.0,350.0,7.0,Wilderness3,Soil39
8245.0,2941.0,209.0,10.0,741.0,93.0,2777.0,213.0,249.0,171.0,1698.0,2.0,Wilderness3,Soil26
8246.0,2962.0,246.0,11.0,819.0,120.0,2770.0,197.0,249.0,190.0,1560.0,2.0,Wilderness3,Soil26
8247.0,2764.0,167.0,17.0,268.0,34.0,2355.0,232.0,244.0,137.0,2280.0,3.0,Wilderness3,Soil4
8248.0,2662.0,169.0,15.0,361.0,4.0,1740.0,230.0,245.0,142.0,2403.0,3.0,Wilderness3,Soil2
8249.0,2647.0,167.0,20.0,391.0,88.0,1660.0,232.0,243.0,133.0,2295.0,3.0,Wilderness3,Soil4
8250.0,2965.0,26.0,22.0,450.0,224.0,1874.0,204.0,188.0,112.0,700.0,5.0,Wilderness3,Soil13
8251.0,3220.0,108.0,15.0,67.0,20.0,2647.0,244.0,222.0,103.0,283.0,7.0,Wilderness3,Soil39
8252.0,3282.0,143.0,16.0,484.0,80.0,2754.0,241.0,235.0,119.0,1126.0,2.0,Wilderness3,Soil36
8253.0,2809.0,148.0,22.0,551.0,79.0,2646.0,243.0,232.0,107.0,2005.0,3.0,Wilderness3,Soil4
8254.0,2753.0,167.0,16.0,285.0,23.0,2313.0,232.0,244.0,138.0,2322.0,3.0,Wilderness3,Soil4
8255.0,2718.0,94.0,8.0,240.0,7.0,2024.0,232.0,229.0,129.0,2631.0,6.0,Wilderness3,Soil32
8256.0,2616.0,140.0,17.0,335.0,81.0,1542.0,243.0,233.0,112.0,2174.0,3.0,Wilderness3,Soil4
8257.0,2588.0,182.0,14.0,295.0,53.0,1473.0,224.0,248.0,154.0,2069.0,3.0,Wilderness3,Soil4
8258.0,2593.0,202.0,23.0,277.0,54.0,1441.0,202.0,253.0,175.0,2017.0,3.0,Wilderness3,Soil4
8259.0,3181.0,70.0,9.0,210.0,-15.0,1991.0,230.0,223.0,125.0,713.0,1.0,Wilderness1,Soil23
8260.0,3151.0,60.0,8.0,0.0,0.0,1812.0,226.0,224.0,132.0,361.0,1.0,Wilderness1,Soil23
8261.0,3085.0,208.0,16.0,201.0,15.0,1723.0,207.0,253.0,177.0,631.0,1.0,Wilderness1,Soil22
8262.0,2981.0,55.0,20.0,467.0,237.0,1871.0,228.0,194.0,91.0,726.0,5.0,Wilderness3,Soil13
8263.0,2966.0,107.0,21.0,417.0,225.0,1917.0,250.0,211.0,79.0,666.0,5.0,Wilderness3,Soil13
8264.0,2950.0,115.0,27.0,390.0,208.0,1940.0,254.0,201.0,56.0,636.0,5.0,Wilderness3,Soil13
8265.0,2873.0,324.0,14.0,170.0,-8.0,2750.0,184.0,224.0,179.0,342.0,1.0,Wilderness3,Soil33
8266.0,3330.0,347.0,6.0,797.0,35.0,752.0,208.0,230.0,160.0,1215.0,7.0,Wilderness3,Soil32
8267.0,3376.0,307.0,9.0,875.0,119.0,1034.0,194.0,235.0,180.0,2163.0,1.0,Wilderness3,Soil32
8268.0,3400.0,171.0,6.0,866.0,194.0,1354.0,224.0,243.0,153.0,1834.0,7.0,Wilderness3,Soil38
8269.0,3401.0,186.0,6.0,859.0,195.0,1383.0,221.0,245.0,158.0,1804.0,7.0,Wilderness3,Soil38
8270.0,2593.0,188.0,13.0,212.0,54.0,1342.0,220.0,249.0,160.0,1905.0,3.0,Wilderness3,Soil4
8271.0,2583.0,152.0,13.0,218.0,44.0,1240.0,235.0,240.0,133.0,1758.0,3.0,Wilderness3,Soil4
8272.0,2922.0,138.0,22.0,228.0,117.0,957.0,247.0,226.0,97.0,525.0,2.0,Wilderness1,Soil22
8273.0,2910.0,129.0,23.0,201.0,105.0,932.0,251.0,218.0,82.0,510.0,2.0,Wilderness1,Soil22
8274.0,2824.0,95.0,37.0,182.0,99.0,2124.0,249.0,161.0,6.0,424.0,2.0,Wilderness3,Soil13
8275.0,2907.0,303.0,11.0,42.0,-3.0,2779.0,190.0,235.0,185.0,484.0,1.0,Wilderness3,Soil32
8276.0,3028.0,11.0,13.0,30.0,7.0,1861.0,206.0,213.0,143.0,1441.0,1.0,Wilderness3,Soil21
8277.0,3090.0,241.0,12.0,108.0,37.0,1557.0,196.0,250.0,191.0,1176.0,1.0,Wilderness3,Soil23
8278.0,3216.0,168.0,8.0,430.0,67.0,782.0,227.0,243.0,150.0,443.0,1.0,Wilderness3,Soil32
8279.0,3427.0,229.0,5.0,864.0,221.0,2067.0,212.0,245.0,170.0,1114.0,7.0,Wilderness3,Soil38
8280.0,3442.0,227.0,8.0,755.0,242.0,2182.0,209.0,248.0,176.0,994.0,7.0,Wilderness3,Soil38
8281.0,3299.0,67.0,34.0,175.0,99.0,2605.0,231.0,151.0,23.0,400.0,7.0,Wilderness3,Soil39
8282.0,3246.0,191.0,18.0,216.0,-17.0,3458.0,217.0,251.0,162.0,663.0,2.0,Wilderness3,Soil33
8283.0,3240.0,99.0,12.0,722.0,124.0,2251.0,240.0,222.0,110.0,2561.0,1.0,Wilderness3,Soil24
8284.0,2927.0,174.0,9.0,618.0,79.0,2673.0,226.0,245.0,152.0,1825.0,5.0,Wilderness3,Soil26
8285.0,2614.0,154.0,19.0,301.0,55.0,1592.0,239.0,238.0,122.0,2335.0,3.0,Wilderness3,Soil4
8286.0,2572.0,195.0,19.0,212.0,37.0,1374.0,213.0,252.0,166.0,2022.0,3.0,Wilderness3,Soil4
8287.0,3088.0,72.0,8.0,30.0,1.0,1654.0,230.0,224.0,127.0,319.0,1.0,Wilderness1,Soil23
8288.0,3061.0,152.0,24.0,300.0,46.0,1820.0,242.0,231.0,104.0,1189.0,1.0,Wilderness1,Soil29
8289.0,2997.0,94.0,21.0,450.0,252.0,1889.0,248.0,203.0,73.0,751.0,5.0,Wilderness3,Soil13
8290.0,2930.0,120.0,30.0,361.0,189.0,1978.0,254.0,199.0,49.0,631.0,5.0,Wilderness3,Soil13
8291.0,3259.0,266.0,4.0,636.0,25.0,630.0,210.0,241.0,169.0,624.0,1.0,Wilderness3,Soil32
8292.0,3397.0,166.0,6.0,825.0,191.0,1310.0,225.0,242.0,151.0,1891.0,7.0,Wilderness3,Soil38
8293.0,3425.0,215.0,8.0,836.0,219.0,2072.0,213.0,248.0,171.0,1112.0,7.0,Wilderness3,Soil38
8294.0,3365.0,56.0,35.0,247.0,165.0,2579.0,218.0,145.0,32.0,484.0,7.0,Wilderness3,Soil39
8295.0,3218.0,111.0,19.0,67.0,-1.0,3291.0,249.0,215.0,86.0,845.0,1.0,Wilderness3,Soil33
8296.0,2921.0,171.0,10.0,592.0,73.0,2644.0,227.0,245.0,149.0,1847.0,5.0,Wilderness3,Soil26
8297.0,2798.0,155.0,15.0,592.0,164.0,2764.0,237.0,240.0,129.0,1931.0,5.0,Wilderness3,Soil10
8298.0,2739.0,150.0,8.0,342.0,28.0,2114.0,230.0,240.0,142.0,2522.0,3.0,Wilderness3,Soil4
8299.0,2736.0,131.0,9.0,335.0,25.0,2089.0,235.0,235.0,131.0,2547.0,6.0,Wilderness3,Soil4
8300.0,2689.0,147.0,15.0,301.0,104.0,1874.0,239.0,237.0,124.0,2726.0,6.0,Wilderness3,Soil4
8301.0,3166.0,30.0,11.0,85.0,3.0,1738.0,216.0,215.0,133.0,324.0,1.0,Wilderness1,Soil23
8302.0,2948.0,148.0,21.0,210.0,41.0,1296.0,242.0,233.0,110.0,741.0,2.0,Wilderness1,Soil29
