id,tipo,titulo,director,actores,pais,incorporada,lanzamiento,publico,duracion,clasificacion
81035858,Movie,Sameer Abu Alneel,Amr Arafa,"Ahmed Mekky, Nicole Saba, Mohamed Lotfy, Hussien El Imam, Dina El-Sherbiny, Said Tarabeek, Alaa Morsy, Edward Fouad, Abdalah Mishrif, Youssef Eid",Egypt,"June 6, 2019",2013,TV-14,107 min,"Comedies, International Movies"
81035882,Movie,Step Outside,Wael Ihsan,"Kareem Mahmoud Abdel Aziz, Khaled El Sawy, Ahmed Fathy, Malak Koura, Ashraf Abdel Baqi",Egypt,"June 6, 2019",2018,TV-14,89 min,"Comedies, International Movies"
81035847,Movie,The Republic of Imbaba,Ahmed Al-Badry,"Bassem Samra, Ola Ghanem, Ahmad Wafiq, Feryal Youssef, Ayman Kandil, Inas Ezz El Din, Mohamed Farouk",No clasificada,"June 6, 2019",2015,TV-MA,90 min,"Dramas, International Movies"
81035859,Movie,The Thief and the Imbecile,"Mohammed El-Tahawy, Mohamed Mostafa","Khaled El Sawy, Khaled Saleh, Ruby",Egypt,"June 6, 2019",2013,TV-14,96 min,"Dramas, International Movies"
80223226,Movie,A Silent Voice,Naoko Yamada,"Miyu Irino, Saori Hayami, Aoi Yuki, Kensho Ono, Yuki Kaneko, Yui Ishikawa, Megumi Han, Toshiyuki Toyonaga, Mayu Matsuoka",Japan,"June 5, 2019",2016,TV-14,130 min,"Anime Features, International Movies"
81076055,Movie,Dolphin Kick,Philip Marlatt,"Axle McCoy, Travis McCoy, Tyler Jade Nixon, Alexis Louder, DeVaughn Gow, LaVaughn Hamilton, Maya Simmons, Quddus Newton, Jordan Padreira, Derek Lee Nixon",United States,"June 5, 2019",2019,TV-PG,90 min,Children & Family Movies
80996790,Movie,Dr. Seuss' The Grinch,"Scott Mosier, Yarrow Cheney","Benedict Cumberbatch, Cameron Seely, Rashida Jones, Pharrell Williams, Kenan Thompson, Angela Lansbury","France, China, Japan, United States","June 5, 2019",2018,PG,86 min,"Children & Family Movies, Comedies"
70181716,Movie,Jiro Dreams of Sushi,David Gelb,Jiro Ono,United States,"June 5, 2019",2011,PG,79 min,Documentaries
70270388,Movie,Would You Rather,David Guy Levy,"Brittany Snow, Jeffrey Combs, Jonny Coyne, Lawrence Gilliard Jr., Enver Gjokaj, Sasha Grey, John Heard, Charlie Hofheimer, Logan Miller, June Squibb, Eddie Steeples, Robin Lord Taylor, Robb Wells",United States,"June 5, 2019",2013,TV-MA,93 min,"Horror Movies, Independent Movies, Thrillers"
80186608,Movie,Thor: Ragnarok,Taika Waititi,"Chris Hemsworth, Tom Hiddleston, Cate Blanchett, Idris Elba, Jeff Goldblum, Tessa Thompson, Karl Urban, Mark Ruffalo, Anthony Hopkins, Benedict Cumberbatch, Taika Waititi, Rachel House, Clancy Brown, Tadanobu Asano, Ray Stevenson, Zachary Levi, Luke Hemsworth, Sam Neill",United States,"June 5, 2018",2017,PG-13,131 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy"
80042309,Movie,Suite Française,Saul Dibb,"Michelle Williams, Matthias Schoenaerts, Kristin Scott Thomas, Sam Riley, Ruth Wilson, Tom Schilling, Harriet Walter, Alexandra Maria Lara, Margot Robbie, Lambert Wilson","United Kingdom, France, Canada, Belgium, United States","June 5, 2017",2014,TV-MA,107 min,"Dramas, International Movies, Romantic Movies"
80169554,Movie,The Wishing Tree,Manika Sharma,"Shabana Azmi, Makrand Deshpande, Harshpreet Kaur, Aabhas Yadav, Shivani Joshi, Saurabh Shukla",India,"June 5, 2017",2017,TV-14,117 min,"Children & Family Movies, Dramas, Music & Musicals"
80114804,Movie,Cosmos Laundromat: First Cycle,Mathieu Auvray,"Pierre Bokma, Reinout Scholten van Aschat",Netherlands,"June 4, 2019",2015,TV-MA,12 min,"Dramas, International Movies, Sci-Fi & Fantasy"
80237423,Movie,Miranda Sings Live…Your Welcome,Marcus Raboy,Colleen Ballinger,United States,"June 4, 2019",2019,TV-14,62 min,Stand-Up Comedy
70304298,Movie,Silent,"Limbert Fabian, Brandon Oldenburg",Sin actores,United States,"June 4, 2019",2014,TV-Y7,3 min,"Children & Family Movies, Sci-Fi & Fantasy"
70117293,Movie,The Men Who Stare at Goats,Grant Heslov,"George Clooney, Ewan McGregor, Jeff Bridges, Kevin Spacey, Stephen Lang, Robert Patrick, Waleed Zuaiter, Stephen Root, Glenn Morshower, Nick Offerman, Tim Griffin, Rebecca Mader","United States, United Kingdom","June 4, 2019",2009,R,94 min,Comedies
80241689,TV Show,Bangkok Bachelors,Sin director,"Sean Jindachot, Nutt Devahastin Na Ayudhya, Patharamanop Isariy, Manatsanun Phanlerdwongsakul, Anchasa Mongkhonsama, Keerati Mahapreukpong",No clasificada,"June 4, 2018",2016,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
80121841,Movie,The Lamb,Timothy Reckart,"Steven Yeun, Keegan-Michael Key, Aidy Bryant, Gina Rodriguez, Zachary Levi, Christopher Plummer, Ving Rhames, Gabriel Iglesias, Kelly Clarkson, Anthony Anderson, Patricia Heaton, Kris Kristofferson, Kristin Chenoweth, Mariah Carey, Oprah Winfrey, Tyler Perry, Tracy Morgan",United States,"June 4, 2018",2017,PG,86 min,"Children & Family Movies, Faith & Spirituality"
81093122,Movie,Inhuman Kiss,Sittisiri Mongkolsiri,"Phantira Pipityakorn, Oabnithi Wiwattanawarang, Sapol Assawamunkong, Surasak Vongthai, Sahatchai 'Stop' Chumrum, Sahajak Boonthanakit, Makorn Supinacharoen, Sasithorn Panichnok",Thailand,"June 30, 2019",2019,TV-MA,122 min,"Horror Movies, International Movies, Romantic Movies"
70293788,Movie,Night Moves,Kelly Reichardt,"Jesse Eisenberg, Dakota Fanning, Peter Sarsgaard, Alia Shawkat, Logan Miller, Kai Lennox, Katherine Waterston, James Le Gros",United States,"June 30, 2019",2013,R,113 min,"Dramas, Independent Movies, Thrillers"
81039384,Movie,Romeo Akbar Walter,Robbie Grewal,"John Abraham, Jackie Shroff, Mouni Roy, Sikander Kher, Raghuvir Yadav, Alka Amin, Rajesh Shringarpure, Anil George",India,"June 30, 2019",2019,TV-14,141 min,"Dramas, International Movies, Thrillers"
70245034,Movie,Bill Burr: You People Are All the Same,Jay Karas,Bill Burr,United States,"June 30, 2018",2012,NR,69 min,Stand-Up Comedy
80220676,Movie,Mohawk,Ted Geoghegan,"Kaniehtiio Horn, Eamon Farren, Justin Rain, Ezra Buzzington, Noah Segan, Ian Colletti, Robert Longstreet, Jon Huber, Jack Gwaltney, Sheri Foster, David La Haye",United States,"June 30, 2018",2017,TV-MA,92 min,"Action & Adventure, Horror Movies, Independent Movies"
80173623,TV Show,Somewhere Between,Sin director,"Paula Patton, Devon Sawa, JR Bourne, Aria Birch, Catherine Barroll, Samantha Ferris, Imogen Tear, Daniel Bacon, Carmel Amit, Noel Johansen, Rebecca Staab",United States,"June 30, 2018",2017,TV-14,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries"
80109341,Movie,The Maus,Yayo Herrero,"Alma Terzic, August Wittgenstein, Aleksandar Seksan, Sanin Milavic, Diana Fernández Pérez, Ella Jazz",Spain,"June 30, 2018",2017,TV-MA,90 min,"Horror Movies, Independent Movies, International Movies"
80127764,Movie,Footprints: The Path of Your Life,Juan Manuel Cotelo,Sin actores,Spain,"June 30, 2017",2015,PG,90 min,"Documentaries, Faith & Spirituality, International Movies"
80095411,TV Show,Gypsy,Sin director,"Naomi Watts, Billy Crudup, Sophie Cookson, Karl Glusman, Poorna Jagannathan, Brooke Bloom, Lucy Boynton, Melanie Liburd, Brenda Vaccaro, Maren Heary, Blythe Danner","United States, United Kingdom","June 30, 2017",2017,TV-MA,1 Season,TV Dramas
80190144,Movie,The House on Coco Road,Damani Baker,Sin actores,United States,"June 30, 2017",2016,TV-14,79 min,Documentaries
80039644,Movie,(T)ERROR,"Lyric R. Cabral, David Felix Sutcliffe",Sin actores,United States,"June 30, 2016",2015,NR,84 min,Documentaries
80052790,Movie,Palio,Cosima Spender,Sin actores,United Kingdom,"June 30, 2016",2015,TV-14,91 min,"Documentaries, International Movies, Sports Movies"
80244783,TV Show,Malibu Rescue: The Series,Sin director,"Ricardo Hurtado, Breanna Yde, Jackie R. Jacobson, Abby Donnelly, Alkoya Brunson, Jeremy Howard, JT Neal, Bryana Salaz, Ian Ziering, Camaron Engels",United States,"June 3, 2019",2019,TV-G,1 Season,"Kids' TV, TV Action & Adventure, TV Comedies"
80144311,Movie,Acapulco La vida va,Alfonso Serrano Maturino,"Patricio Castillo, Sergio Bustamante, Alejandro Suárez, Luz María Jerez, Bob Isaacs, Tere Monroy",Mexico,"June 3, 2017",2016,TV-MA,89 min,"Comedies, Dramas, International Movies"
80109145,Movie,Headshot,"Timo Tjahjanto, Kimo Stamboel","Iko Uwais, Chelsea Islan, Julie Estelle, Sunny Pang, Very Tri Yulisman, David Hendrawan, Zack Lee, Yayu Unru, Ganindra Bimo",Indonesia,"June 3, 2017",2016,TV-MA,119 min,"Action & Adventure, International Movies"
80117455,Movie,Three,Johnnie To,"Louis Koo, Zhao Wei, Wallace Chung, Lam Suet, Lo Hoi-pang, Eddie Cheung, Timmy Hung, Michael Tse, Raymond Wong Ho-Yin","Hong Kong, China","June 3, 2017",2016,TV-MA,88 min,"Action & Adventure, International Movies"
80132626,Movie,Tunnel,Seong-hun Kim,"Jung-woo Ha, Doona Bae, Dal-su Oh, Jongsoo Kim",South Korea,"June 3, 2017",2016,TV-14,126 min,"Dramas, International Movies, Thrillers"
80106124,Movie,Bo Burnham: Make Happy,"Bo Burnham, Christopher Storer",Bo Burnham,United States,"June 3, 2016",2016,TV-MA,60 min,"Music & Musicals, Stand-Up Comedy"
81145270,Movie,Pierre Jackson,Christopher Nolen,"Trae Ireland, Chrystee Pharris, Brian Hooks, Dawnisha Halfkenny, Ebony Byrd Wesley, Simeon Henderson, Marquita Goings, Lew Collins, Kendra Gilliams, Caneil Oliver",United States,"June 29, 2019",2018,TV-MA,81 min,Romantic Movies
81128584,Movie,Super Deluxe,Thiagarajan Kumararaja,"Vijay Sethupathi, Fahadh Faasil, Samantha Ruth Prabhu, Ramya Krishnan, Mysskin, Gayathrie, Ashwanth Ashok Kumar, Bagavathi Perumal",India,"June 29, 2019",2019,TV-MA,176 min,"Comedies, Dramas, International Movies"
80198478,Movie,Calibre,Matt Palmer,"Jack Lowden, Martin McCann, Tony Curran, Ian Pirie, Cameron Jack",United Kingdom,"June 29, 2018",2018,TV-MA,101 min,"Dramas, International Movies, Thrillers"
80195811,TV Show,Churchill’s Secret Agents: The New Recruits,Sin director,Sin actores,United Kingdom,"June 29, 2018",2018,TV-MA,1 Season,"British TV Shows, International TV Shows, Reality TV"
80191989,Movie,Jani Dueñas: Grandes fracasos de ayer y hoy,"Raúl Campos, Jan Suter",Jani Dueñas,Chile,"June 29, 2018",2018,TV-MA,77 min,Stand-Up Comedy
80097225,TV Show,Kiss Me First,Sin director,"Tallulah Haddon, Simona Brown, Matthew Beard, Matthew Aubrey","United Kingdom, United States","June 29, 2018",2018,TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows"
80242720,TV Show,Los 10 años de Peter Capusotto,Sin director,"Diego Capusotto, Ivana Acosta",No clasificada,"June 29, 2018",2015,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies"
80238434,Movie,Penalty Kick,Rodrigo Triana,"Adrián Uribe, Julieth Restrepo, Carlos Manuel Vesga, José Sefami, Mary Paz Mata, Alicia Sandoval, Teresa Monroy, Eduardo Ibarrola","Colombia, Mexico","June 29, 2018",2018,TV-14,89 min,"Comedies, Dramas, International Movies"
80177782,Movie,Recovery Boys,Elaine McMillion Sheldon,Sin actores,United States,"June 29, 2018",2018,TV-MA,90 min,Documentaries
80217569,Movie,TAU,Federico D'Alessandro,"Maika Monroe, Ed Skrein, Gary Oldman",United States,"June 29, 2018",2018,R,98 min,"Sci-Fi & Fantasy, Thrillers"
80240691,TV Show,The Forest,Sin director,"Samuel Labarthe, Suzanne Clément, Alexia Barlier, Frédéric Diefenthal, Patrick Ridremont, Nicolas Marié, Gilles Vandeweerd, Mélusine Loveniers, Martha Canga Antonio, Inès Bally",France,"June 29, 2018",2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
80015210,Movie,Ralphie May: Imperfectly Yours,Anthony Pierce,Ralphie May,United States,"June 29, 2015",2015,NR,69 min,Stand-Up Comedy
80134080,Movie,20th Century Women,Mike Mills,"Annette Bening, Elle Fanning, Greta Gerwig, Lucas Jade Zumann, Billy Crudup",United States,"June 28, 2019",2016,R,119 min,"Dramas, Independent Movies"
80183051,TV Show,7SEEDS,Sin director,"Nao Toyama, Jun Fukuyama, Katsuyuki Konishi, Yoko Soumi, Kana Asumi, Akira Ishida, Aoi Yuki, Kazuhiko Inoue, Yoko Hikasa, Hirofumi Nojima, Ryotaro Okiayu, Eri Kitamura, Mamiko Noto, Ryo Hirohashi, Shizuka Ito, Hisao Egawa, Mayumi Asano, Kenta Miyake, Ai Kakuma, Kaito Ishikawa, Mikako Komatsu, Daisuke Sakaguchi, Takanori Hoshino, Kenjiro Tsuda, Nozomu Sasaki, Kenji Nojima, Houko Kuwashima, Kensho Ono, Takahiro Sakurai, Haruka Chisuga, Yu Shimamura, Takuma Terashima, Takuya Sato, Junko Minagawa, Masashi Sugawara, Sho Hayami, Kazuyuki Okitsu, Minako Kotobuki",No clasificada,"June 28, 2019",2019,TV-MA,1 Season,"Anime Series, International TV Shows"
81130373,Movie,El testigo,Kate Horne,Jesús Abad Colorado,Dominican Republic,"June 28, 2019",2018,TV-14,73 min,"Documentaries, International Movies"
80245117,TV Show,Exhibit A,Sin director,Sin actores,United States,"June 28, 2019",2019,TV-MA,1 Season,"Crime TV Shows, Docuseries, Science & Nature TV"
81010818,TV Show,Family Business,Sin director,"Jonathan Cohen, Gérard Darmon, Julia Piaton, Liliane Rovère, Olivier Rosemberg, Ali Marhyar, Lina El Arabi, Louise Coldefy, Enrico Macias, Valérie Damidot",France,"June 28, 2019",2019,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas"
81091378,Movie,La Leyenda del Diamante,Roberto Girault Facha,"Ana Layevska, Alex Sirvent, Paulina Goto, Fernando Estrada, Alejandro Oliva, David Villegas, Xavier Cervantes, Cuauhtémoc Duque, Karyme Lozano, Rodrigo Treviño",Mexico,"June 28, 2019",2017,TV-MA,87 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy"
81136964,Movie,Staged Killer,Christopher Ray,"Chrishell Hartley, Jason Dolley, Darrin Dewitt Henson, Nicole Bilderback, Charlie O'Connell, Chasty Ballesteros, Lyman Chen, Declan Joyce, Frank Rossi, Josh Nuncio",United States,"June 28, 2019",2019,TV-14,88 min,Thrillers
81088332,TV Show,Super Bheem,Sin director,"Sonal Kaushal, Rupa Bhimani, Julie Tejwani, Sabina Malik, Jigna Bharadhwaj, Rajesh Kawa",No clasificada,"June 28, 2019",2019,TV-Y7,1 Season,Kids' TV
81121055,TV Show,Tales of the City (1993),Sin director,"Olympia Dukakis, Donald Moffat, Laura Linney, Marcus D'Amico, Billy Campbell, Thomas Gibson, Paul Gross, Barbara Garrick, Chloe Webb, Nina Foch, Parker Posey, Stanley DeSantis","United Kingdom, United States","June 28, 2019",1993,TV-MA,1 Season,TV Dramas
80233215,TV Show,The Chosen One,Michel Tikhomiroff,"Paloma Bernardi, Renan Tenca, Gutto Szuster, Pedro Caetano, Mariano Mattos Martins, Alli Willow, Kiko Vianello, Francisco Gaspar, Tuna Dwek, Lourinelson Vladmir, Leonardo Ventura, Aury Porto, Glauber Amaral, Astrea Lucena",Brazil,"June 28, 2019",2019,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries"
80241779,Movie,Birthmarked,Emanuel Hoss-Desmarais,"Toni Collette, Matthew Goode, Andreas Apergis, Michael Smiley, Fionnula Flanagan, Suzanne Clément, Jordan Poole, Megan O'Kelly, Anton Gillis-Adelman, Tyrone Benskin, Vincent Hoss-Desmarais",Canada,"June 28, 2018",2018,TV-MA,88 min,"Comedies, Independent Movies, International Movies"
80091936,Movie,Okja,Bong Joon Ho,"Tilda Swinton, Jake Gyllenhaal, An Seo Hyun, Paul Dano, Steven Yeun, Byun Heebong, Lily Collins, Yoon Je Moon, Shirley Henderson, Daniel Henshall, Devon Bostick, Woo Shik Choi, Giancarlo Esposito","South Korea, United States","June 28, 2017",2017,TV-MA,121 min,"Action & Adventure, Comedies, Dramas"
81110498,Movie,ANIMA,Paul Thomas Anderson,Thom Yorke,United Kingdom,"June 27, 2019",2019,TV-PG,15 min,"Dramas, Independent Movies, Music & Musicals"
81081051,TV Show,Answer for Heaven,Sin director,"Sunny Suwanmethanont, Kan Kantathavorn, Pattarasaya Kreuasuwansri, Chayanan Manomaisantiphap, Suwaphat Techaviriyawong, Prachakorn Piyasakulkaew, Nattarika Thampridanant, Michael Shaowanasai, Pattanachai Adirek",No clasificada,"June 27, 2019",2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Comedies"
81060096,Movie,Daniel Sosa: Maleducado,"Alex Díaz, Marcos Bucay",Daniel Sosa,Mexico,"June 27, 2019",2019,TV-MA,55 min,Stand-Up Comedy
80994807,Movie,Skydancers,Fredric Lean,Sin actores,"United States, France","June 27, 2018",2014,TV-G,49 min,"Documentaries, Sports Movies"
80133553,Movie,Chris D'Elia: Man on Fire,Bill D'Elia,Chris D'Elia,United States,"June 27, 2017",2017,TV-MA,66 min,Stand-Up Comedy
81092491,Movie,Hikaru Utada Laughter in the Dark Tour 2018,Sin director,Hikaru Utada,Japan,"June 26, 2019",2018,TV-PG,141 min,"International Movies, Music & Musicals"
70236020,Movie,Kahaani,Sujoy Ghosh,"Vidya Balan, Parambrata Chatterjee, Dhritiman Chatterjee, Saswata Chatterjee, Indraneil Sengupta, Nawazuddin Siddiqui, Darshan Jariwala, Masood Akhtar, Riddhi Sen",India,"June 26, 2019",2012,TV-14,122 min,"International Movies, Music & Musicals, Thrillers"
81002747,Movie,Spider-Man: Into the Spider-Verse,"Peter Ramsey, Rodney Rothman, Bob Persichetti","Shameik Moore, Jake Johnson, Hailee Steinfeld, Brian Tyree Henry, Lauren Vélez, Mahershala Ali, Lily Tomlin, Kathryn Hahn, Liev Schreiber, Kimiko Glenn, Nicolas Cage, John Mulaney",United States,"June 26, 2019",2018,PG,117 min,"Action & Adventure, Comedies"
81075239,Movie,The Golem,"Doron Paz, Yoav Paz","Hani Furstenberg, Ishai Golan, Kirill Cernyakov, Brynie Furstenberg, Lenny Ravitz, Alexey Tritenko, Adi Kvetner, Mariya Khomutova, Veronika Shostak, Konstantin Anikienko",Israel,"June 26, 2019",2018,TV-MA,95 min,"Horror Movies, Independent Movies, International Movies"
81108230,Movie,Unbroken,Svati Chakravarty Bhatkal,Sin actores,India,"June 26, 2019",2019,TV-14,109 min,"Documentaries, International Movies"
80165918,TV Show,Hotel Transylvania,Sin director,"Bryn McAuley, Evany Rosen, Gage Munroe, Joseph Motiki, Dan Chameroy, David Berni, John McGrath",No clasificada,"June 26, 2018",2017,TV-Y7,1 Season,"Kids' TV, TV Comedies"
80192018,Movie,Star Wars: Episode VIII: The Last Jedi,Rian Johnson,"Mark Hamill, Carrie Fisher, Adam Driver, Daisy Ridley, John Boyega, Oscar Isaac, Andy Serkis, Lupita Nyong'o, Domhnall Gleeson, Anthony Daniels, Gwendoline Christie, Kelly Marie Tran, Laura Dern, Frank Oz, Benicio Del Toro, Warwick Davis, Noah Segan, Jimmy Vee, Joonas Suotamo, Joseph Gordon-Levitt, Tim Rose, Paul Kasey, Matthew Sharp, Adrian Edmondson, Amanda Lawrence, Justin Theroux",United States,"June 26, 2018",2017,PG-13,152 min,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy"
80200015,Movie,W. Kamau Bell: Private School Negro,Shannon Hartman,W. Kamau Bell,United States,"June 26, 2018",2018,TV-MA,66 min,Stand-Up Comedy
80161640,Movie,I Am Michael,Justin Kelly,"James Franco, Zachary Quinto, Emma Roberts, Charlie Carver, Avan Jogia, Daryl Hannah, Lesley Ann Warren, Jefferson Mays, Jan Maxwell, Ahna O'Reilly",United States,"June 26, 2017",2015,TV-MA,102 min,"Dramas, LGBTQ Movies"
80108952,Movie,Neruda,Pablo Larraín,"Luis Gnecco, Gael García Bernal, Mercedes Morán, Emilio Gutiérrez Caba, Diego Muñoz, Alejandro Goic, Pablo Derqui, Marcelo Alonso","Chile, Argentina, France, Spain, United States","June 26, 2017",2016,R,108 min,"Dramas, International Movies"
70308063,Movie,"What Happened, Miss Simone?",Liz Garbus,Sin actores,United States,"June 26, 2015",2015,NR,103 min,"Documentaries, Music & Musicals"
80996192,Movie,Mike Epps: Only One Mike,Kevin Bray,Mike Epps,United States,"June 25, 2019",2019,TV-MA,63 min,Stand-Up Comedy
81090899,Movie,Recall,Michael James Regan,"Michael James Regan, Tommy James Murphy, Louis Di Bianco, Stefano DiMatteo, Juan Carlos Velis, Katriina Isberg, Danny Bruzzi, Eugene Clark, Ronnie Rowe Jr., Brendee Green, A.C. Peterson",Canada,"June 25, 2019",2018,TV-MA,73 min,Dramas
81095399,Movie,Tottaa Pataaka Item Maal,Aditya Kripalani,"Shalini Vatsa, Chitrangada Chakraborty, Vinay Sharma, Sonal Joshi, Kritika Pande",India,"June 25, 2019",2018,TV-MA,107 min,"Dramas, Independent Movies, International Movies"
80996455,TV Show,Borges,Sin director,"Thati Lopes, Antonio Pedro Tabet, Karina Ramil, Rafael Portugal, Luis Lobianco",Brazil,"June 25, 2018",2018,TV-MA,1 Season,"International TV Shows, TV Comedies"
80038207,Movie,Expelled from Paradise,Seiji Mizushima,"Rie Kugimiya, Wendee Lee, Shinichiro Miki, Steve Blum, Hiroshi Kamiya, Johnny Yong Bosch",Japan,"June 25, 2018",2014,TV-14,103 min,"Action & Adventure, Anime Features, Sci-Fi & Fantasy"
80171598,Movie,Kaabil,Sanjay Gupta,"Hrithik Roshan, Yami Gautam, Ronit Roy, Rohit Roy, Narendra Jha, Girish Kulkarni, Sahidur Rahaman, Suresh Menon",India,"June 25, 2017",2017,TV-PG,139 min,"Dramas, International Movies"
80160994,Movie,"To Each, Her Own",Myriam Aziza,"Sarah Stern, Jean-Christophe Folly, Julia Piaton, Arié Elmaleh, Clémentine Poidatz, Stéphane Debac, Richard Berry, Catherine Jacob",France,"June 24, 2018",2018,TV-MA,95 min,"Comedies, International Movies, LGBTQ Movies"
80191356,Movie,Bruno and Boots: Go Jump in the Pool,Vivieno Caldinelli,"Jonny Gray, Callan Potter, Peter Keleghan, Hannah Vandenbygaart, Kiana Madeira, Joshua Kilimnik, Drew Haytaoglu, Isiah Lea, Scott Thompson, Caroline Rhea",Canada,"June 24, 2017",2016,TV-PG,91 min,"Children & Family Movies, Comedies"
80191357,Movie,Bruno and Boots: This Can't Be Happening at Macdonald Hall,Vivieno Caldinelli,"Jonny Gray, Callan Potter, Peter Keleghan, Caroline Rhea",Canada,"June 24, 2017",2017,TV-PG,90 min,"Children & Family Movies, Comedies"
80087548,TV Show,Justin Time GO!,Sin director,"Drew Davis, Scott McCord, Jenna Warren",Canada,"June 24, 2016",2016,TV-Y,1 Season,Kids' TV
80097641,Movie,Sofía Niño de Rivera: Exposed,"Raúl Campos, Jan Suter",Sofía Niño de Rivera,Mexico,"June 24, 2016",2016,TV-MA,80 min,Stand-Up Comedy
80097349,Movie,The Fundamentals of Caring,Rob Burnett,"Paul Rudd, Craig Roberts, Selena Gomez, Jennifer Ehle, Megan Ferguson, Frederick Weller, Bobby Cannavale",United States,"June 24, 2016",2016,TV-MA,97 min,"Comedies, Dramas, Independent Movies"
81055402,Movie,The Long Goodbye: The Kara Tippetts Story,Jay Lyons,Sin actores,United States,"June 23, 2019",2019,TV-PG,87 min,"Documentaries, Faith & Spirituality"
80231602,Movie,Hungerford,Drew Casson,"Drew Casson, Georgia Bradley, Sam Carter, Tom Scarlett, Nigel Morgan, Colin Stark, Kitty Speed",United Kingdom,"June 23, 2018",2014,TV-MA,79 min,"Horror Movies, Independent Movies, International Movies"
80179900,TV Show,Life Sentence,Sin director,Lucy Hale,United States,"June 23, 2018",2018,TV-14,1 Season,TV Dramas
26009364,Movie,Tarzan,"Chris Buck, Kevin Lima","Tony Goldwyn, Minnie Driver, Glenn Close, Brian Blessed, Nigel Hawthorne, Rosie O'Donnell, Lance Henriksen, Wayne Knight, Alex D. Linz",United States,"June 23, 2018",1999,G,89 min,Children & Family Movies
80231601,Movie,The Darkest Dawn,Sin director,Sin actores,United Kingdom,"June 23, 2018",2016,TV-MA,75 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy"
80237975,TV Show,Yoko,Sin director,"Eileen Stevens, Alyson Leigh Rosenfeld, Sarah Natochenny, H.D. Quinn",No clasificada,"June 23, 2018",2016,TV-Y,1 Season,Kids' TV
80238351,Movie,Yoko and His Friends,Sin director,"Eileen Stevens, Alyson Leigh Rosenfeld, Sarah Natochenny, H.D. Quinn","Russia, Spain","June 23, 2018",2015,TV-Y,78 min,Children & Family Movies
80143794,Movie,American Anarchist,Charlie Siskel,William Powell,United States,"June 23, 2017",2016,TV-MA,81 min,Documentaries
80168227,Movie,Nobody Speak: Trials of the Free Press,Brian Knappenberger,Sin actores,"Netherlands, United States","June 23, 2017",2017,TV-14,96 min,Documentaries
70026432,Movie,Tarzan 2,Brian Smith,"Harrison Chad, George Carlin, Brad Garrett, Ron Perlman, Estelle Harris, Glenn Close, Lance Henriksen, Brenda Grate, Harrison Fahn",United States,"June 23, 2017",2005,G,72 min,Children & Family Movies
80155477,Movie,You Get Me,Brent Bonacorso,"Bella Thorne, Halston Sage, Taylor John Smith, Nash Grier, Anna Akana, Kathryn Morris, Brigid Brannagh, Kimberly Williams-Paisley, Tyler Hanson",United States,"June 23, 2017",2017,TV-MA,89 min,"Dramas, Thrillers"
80038420,Movie,Advantageous,Jennifer Phang,"Jacqueline Kim, James Urbaniak, Freya Adams, Ken Jeong, Jennifer Ehle, Samantha Kim, Troi Zee, Olivia Horton, Jennifer Ikeda, Mercedes Griffeth",United States,"June 23, 2015",2015,NR,92 min,"Dramas, Independent Movies, Sci-Fi & Fantasy"
81035849,Movie,Salem: His Sister's Father,Mohamed Hamdy,"Mohamed Ragab, Horeya Farghaly, Ayten Amer, Mohamed Al Shakankeery, Reem Al Baroudi, Badria Tolba, Hesham Ismail, Maher Essam, Hassan Abdulfattah, Aliaa Al-Husseini",Egypt,"June 22, 2019",2014,TV-14,99 min,"Dramas, International Movies"
80195901,Movie,Triple Threat,"Jesse V. Johnson, Jesse Johnson","Tony Jaa, Iko Uwais, Tiger Chen, Scott Adkins, Celina Jade, Michael Bisping, Michael Jai White, JeeJa Yanin, Dominiquie Vandenberg","Thailand, China, United States","June 22, 2019",2019,NR,96 min,"Action & Adventure, International Movies"
80128245,Movie,Brain on Fire,Gerard Barrett,"Chloë Grace Moretz, Thomas Mann, Richard Armitage, Jenny Slate, Carrie-Anne Moss, Tyler Perry, Alex Zahara","United States, Canada, Ireland","June 22, 2018",2016,PG-13,89 min,"Dramas, Independent Movies, International Movies"
80988793,TV Show,Cooking on High,Sin director,"Josh Leyva, Ngaio Bealum",United States,"June 22, 2018",2018,TV-MA,1 Season,Reality TV
80219802,Movie,Derren Brown: Miracle,Sin director,Derren Brown,United Kingdom,"June 22, 2018",2018,TV-MA,74 min,International Movies
80993655,Movie,Us and Them,Rene Liu,"Jing Boran, Zhou Dongyu, Zhuangzhuang Tian, Qu Zheming, Zhang Zixian",China,"June 22, 2018",2018,TV-MA,119 min,"Dramas, International Movies, Romantic Movies"
